Date,Time,T.ID,GP.Vol,NP.Vol,Wat.Vol,GT.Vol,NT.Vol,Prd.Lvl,Wat.Lvl,Ullage,Avg.Tmp,Prd.Wgt,Prd.Dens
2017/09/07,10:19:00,04,24746,24465,0,24746,24465,160.05,-0.46,6946,33.01,nan,826,
2017/09/07,10:20:00,01,9653,9521,0,9653,9521,132.57,-0.41,6306,31.18,nan,745,
2017/09/07,10:20:00,02,5002,4934,0,5002,4934,80.72,-0.22,10957,31.09,nan,745,
2017/09/07,10:20:00,03,11291,11129,1,11292,11130,110.33,0.12,9133,31.81,nan,745,
2017/09/07,10:20:00,04,24746,24466,0,24746,24466,160.05,-0.46,6946,33.01,nan,826,
2017/09/07,10:21:00,01,9653,9521,0,9653,9521,132.57,-0.41,6305,31.17,nan,745,
2017/09/07,10:21:00,02,5001,4934,0,5001,4934,80.72,-0.22,10957,31.09,nan,745,
2017/09/07,10:21:00,03,11290,11127,1,11291,11128,110.32,0.12,9134,31.81,nan,745,
2017/09/07,10:21:00,04,24746,24465,0,24746,24465,160.05,-0.46,6946,33.01,nan,826,
2017/09/07,10:22:00,01,9653,9521,0,9653,9521,132.57,-0.41,6305,31.17,nan,745,
2017/09/07,10:22:00,02,5002,4934,0,5002,4934,80.72,-0.22,10957,31.09,nan,745,
2017/09/07,10:22:00,03,11278,11116,1,11279,11117,110.23,0.12,9146,31.81,nan,745,
2017/09/07,10:22:00,04,24728,24448,0,24728,24448,159.93,-0.46,6964,33.01,nan,826,
2017/09/07,10:23:00,01,9653,9522,0,9653,9522,132.57,-0.41,6305,31.17,nan,745,
2017/09/07,10:23:00,02,5001,4934,0,5001,4934,80.72,-0.22,10957,31.09,nan,745,
2017/09/07,10:23:00,03,11275,11113,1,11276,11114,110.20,0.12,9149,31.81,nan,745,
2017/09/07,10:23:00,04,24728,24447,0,24728,24447,159.93,-0.46,6964,33.01,nan,826,
2017/09/07,10:24:00,01,9653,9521,0,9653,9521,132.57,-0.41,6305,31.17,nan,745,
2017/09/07,10:24:00,02,5001,4934,0,5001,4934,80.72,-0.22,10957,31.09,nan,745,
2017/09/07,10:24:00,03,11275,11113,1,11276,11114,110.21,0.12,9149,31.81,nan,745,
2017/09/07,10:24:00,04,24728,24447,0,24728,24447,159.93,-0.46,6964,33.01,nan,826,
2017/09/07,10:25:00,01,9653,9521,0,9653,9521,132.57,-0.41,6305,31.17,nan,745,
2017/09/07,10:25:00,02,5002,4934,0,5002,4934,80.72,-0.22,10956,31.09,nan,745,
2017/09/07,10:25:00,03,11274,11112,1,11275,11113,110.20,0.12,9150,31.81,nan,745,
2017/09/07,10:25:00,04,24728,24448,0,24728,24448,159.93,-0.46,6964,33.01,nan,826,
2017/09/07,10:26:00,01,9651,9520,0,9651,9520,132.55,-0.41,6307,31.17,nan,745,
2017/09/07,10:26:00,02,5002,4934,0,5002,4934,80.72,-0.22,10957,31.09,nan,745,
2017/09/07,10:26:00,03,11274,11112,1,11275,11113,110.20,0.12,9150,31.81,nan,745,
2017/09/07,10:26:00,04,24706,24426,0,24706,24426,159.79,-0.46,6986,33.01,nan,826,
2017/09/07,10:27:00,01,9651,9519,0,9651,9519,132.54,-0.41,6307,31.18,nan,745,
2017/09/07,10:27:00,02,5001,4934,0,5001,4934,80.72,-0.22,10957,31.09,nan,745,
2017/09/07,10:27:00,03,11270,11108,1,11271,11109,110.17,0.13,9154,31.80,nan,745,
2017/09/07,10:27:00,04,24707,24426,0,24707,24426,159.79,-0.46,6985,33.01,nan,826,
2017/09/07,10:28:00,01,9651,9520,0,9651,9520,132.55,-0.41,6307,31.18,nan,745,
2017/09/07,10:28:00,02,5001,4934,0,5001,4934,80.72,-0.22,10957,31.09,nan,745,
2017/09/07,10:28:00,03,11268,11106,1,11269,11107,110.15,0.12,9156,31.80,nan,745,
2017/09/07,10:28:00,04,24706,24426,0,24706,24426,159.79,-0.46,6986,33.01,nan,826,
2017/09/07,10:29:00,01,9651,9520,0,9651,9520,132.55,-0.41,6307,31.18,nan,745,
2017/09/07,10:29:00,02,5002,4934,0,5002,4934,80.72,-0.22,10957,31.09,nan,745,
2017/09/07,10:29:00,03,11268,11106,1,11269,11107,110.15,0.12,9156,31.80,nan,745,
2017/09/07,10:29:00,04,24706,24426,0,24706,24426,159.79,-0.46,6986,33.01,nan,826,
2017/09/07,10:30:00,01,9651,9520,0,9651,9520,132.55,-0.41,6307,31.17,nan,745,
2017/09/07,10:30:00,02,5002,4934,0,5002,4934,80.72,-0.22,10957,31.09,nan,745,
2017/09/07,10:30:00,03,11269,11107,1,11270,11108,110.16,0.12,9155,31.80,nan,745,
2017/09/07,10:30:00,04,24692,24412,0,24692,24412,159.70,-0.46,7000,33.01,nan,826,
2017/09/07,10:31:00,01,9651,9519,0,9651,9519,132.54,-0.41,6307,31.17,nan,745,
2017/09/07,10:31:00,02,5001,4934,0,5001,4934,80.72,-0.22,10957,31.09,nan,745,
2017/09/07,10:31:00,03,11268,11106,1,11269,11107,110.15,0.12,9156,31.80,nan,745,
2017/09/07,10:31:00,04,24677,24397,0,24677,24397,159.60,-0.46,7015,33.01,nan,826,
2017/09/07,10:32:00,01,9651,9520,0,9651,9520,132.55,-0.41,6307,31.17,nan,745,
2017/09/07,10:32:00,02,5001,4934,0,5001,4934,80.72,-0.22,10957,31.09,nan,745,
2017/09/07,10:32:00,03,11268,11107,1,11269,11107,110.15,0.12,9156,31.80,nan,745,
2017/09/07,10:32:00,04,24677,24397,0,24677,24397,159.60,-0.46,7015,33.01,nan,826,
2017/09/07,10:33:00,01,9650,9518,0,9650,9518,132.53,-0.41,6308,31.17,nan,745,
2017/09/07,10:33:00,02,5002,4934,0,5002,4934,80.72,-0.22,10957,31.09,nan,745,
2017/09/07,10:33:00,03,11261,11099,1,11262,11100,110.09,0.12,9163,31.80,nan,745,
2017/09/07,10:33:00,04,24677,24397,0,24677,24397,159.60,-0.46,7015,33.01,nan,826,
2017/09/07,10:34:00,01,9647,9516,0,9647,9516,132.50,-0.41,6311,31.17,nan,745,
2017/09/07,10:34:00,02,5002,4934,0,5002,4934,80.72,-0.22,10957,31.09,nan,745,
2017/09/07,10:34:00,03,11250,11089,1,11251,11090,110.01,0.12,9174,31.80,nan,745,
2017/09/07,10:34:00,04,24677,24397,0,24677,24397,159.60,-0.46,7015,33.01,nan,826,
2017/09/07,10:35:00,01,9647,9516,0,9647,9516,132.50,-0.41,6311,31.17,nan,745,
2017/09/07,10:35:00,02,5001,4934,0,5001,4934,80.72,-0.22,10957,31.09,nan,745,
2017/09/07,10:35:00,03,11249,11087,1,11249,11088,109.99,0.12,9176,31.80,nan,745,
2017/09/07,10:35:00,04,24677,24398,0,24677,24398,159.60,-0.46,7015,33.01,nan,826,
2017/09/07,10:36:00,01,9647,9516,0,9647,9516,132.50,-0.41,6311,31.17,nan,745,
2017/09/07,10:36:00,02,5002,4934,0,5002,4934,80.72,-0.22,10957,31.09,nan,745,
2017/09/07,10:36:00,03,11248,11086,1,11249,11087,109.99,0.12,9176,31.81,nan,745,
2017/09/07,10:36:00,04,24677,24397,0,24677,24397,159.60,-0.46,7015,33.01,nan,826,
2017/09/07,10:37:00,01,9648,9516,0,9648,9516,132.50,-0.41,6311,31.17,nan,745,
2017/09/07,10:37:00,02,5001,4934,0,5001,4934,80.72,-0.22,10957,31.09,nan,745,
2017/09/07,10:37:00,03,11248,11087,1,11249,11088,109.99,0.12,9176,31.80,nan,745,
2017/09/07,10:37:00,04,24675,24396,0,24675,24396,159.59,-0.46,7017,33.01,nan,826,
2017/09/07,10:38:00,01,9632,9501,0,9632,9501,132.30,-0.41,6326,31.17,nan,745,
2017/09/07,10:38:00,02,5001,4934,0,5001,4934,80.72,-0.22,10957,31.09,nan,745,
2017/09/07,10:38:00,03,11248,11087,1,11249,11088,109.99,0.12,9176,31.80,nan,745,
2017/09/07,10:38:00,04,24635,24356,0,24635,24356,159.32,-0.46,7057,32.97,nan,826,
2017/09/07,10:39:00,01,9631,9500,0,9631,9500,132.29,-0.41,6327,31.17,nan,745,
2017/09/07,10:39:00,02,5001,4934,0,5001,4934,80.72,-0.22,10957,31.09,nan,745,
2017/09/07,10:39:00,03,11248,11086,1,11249,11087,109.99,0.12,9176,31.80,nan,745,
2017/09/07,10:39:00,04,24586,24307,0,24586,24307,159.02,-0.46,7106,33.01,nan,826,
2017/09/07,10:40:00,01,9630,9499,0,9630,9499,132.29,-0.41,6328,31.17,nan,745,
2017/09/07,10:40:00,02,5002,4934,0,5002,4934,80.72,-0.22,10957,31.09,nan,745,
2017/09/07,10:40:00,03,11248,11087,1,11249,11088,109.99,0.12,9176,31.80,nan,745,
2017/09/07,10:40:00,04,24522,24244,0,24522,24244,158.67,-0.46,7170,33.01,nan,826,
2017/09/07,10:41:00,01,9629,9498,0,9629,9498,132.27,-0.41,6329,31.17,nan,745,
2017/09/07,10:41:00,02,5001,4934,0,5001,4934,80.72,-0.22,10957,31.09,nan,745,
2017/09/07,10:41:00,03,11247,11086,1,11248,11087,109.99,0.12,9177,31.80,nan,745,
2017/09/07,10:41:00,04,24457,24179,0,24457,24179,158.31,-0.46,7235,33.01,nan,826,
2017/09/07,10:42:00,01,9629,9498,0,9629,9498,132.27,-0.41,6329,31.17,nan,745,
2017/09/07,10:42:00,02,5001,4934,0,5001,4934,80.72,-0.22,10957,31.09,nan,745,
2017/09/07,10:42:00,03,11246,11084,1,11247,11085,109.97,0.12,9178,31.80,nan,745,
2017/09/07,10:42:00,04,24415,24138,0,24415,24138,158.08,-0.46,7277,33.01,nan,826,
2017/09/07,10:43:00,01,9630,9499,0,9630,9499,132.28,-0.41,6328,31.17,nan,745,
2017/09/07,10:43:00,02,5002,4934,0,5002,4934,80.72,-0.22,10957,31.09,nan,745,
2017/09/07,10:43:00,03,11236,11074,1,11237,11075,109.89,0.12,9188,31.80,nan,745,
2017/09/07,10:43:00,04,24356,24080,0,24356,24080,157.75,-0.46,7336,33.01,nan,826,
2017/09/07,10:44:00,01,9628,9497,0,9628,9497,132.25,-0.41,6330,31.17,nan,745,
2017/09/07,10:44:00,02,5001,4934,0,5001,4934,80.72,-0.22,10957,31.09,nan,745,
2017/09/07,10:44:00,03,11237,11075,1,11238,11076,109.90,0.12,9187,31.80,nan,745,
2017/09/07,10:44:00,04,24302,24027,0,24302,24027,157.46,-0.46,7390,33.01,nan,826,
2017/09/07,10:45:00,01,9628,9497,0,9628,9497,132.25,-0.41,6330,31.17,nan,745,
2017/09/07,10:45:00,02,5002,4934,0,5002,4934,80.72,-0.22,10957,31.09,nan,745,
2017/09/07,10:45:00,03,11234,11073,1,11235,11074,109.88,0.13,9190,31.80,nan,745,
2017/09/07,10:45:00,04,24248,23973,0,24248,23973,157.16,-0.46,7444,33.01,nan,826,
2017/09/07,10:46:00,01,9627,9496,0,9627,9496,132.25,-0.41,6331,31.17,nan,745,
2017/09/07,10:46:00,02,5002,4934,0,5002,4934,80.72,-0.22,10956,31.09,nan,745,
2017/09/07,10:46:00,03,11230,11069,1,11231,11069,109.85,0.12,9194,31.80,nan,745,
2017/09/07,10:46:00,04,24202,23927,0,24202,23927,156.91,-0.46,7490,33.01,nan,826,
2017/09/07,10:47:00,01,9627,9496,0,9627,9496,132.24,-0.41,6332,31.17,nan,745,
2017/09/07,10:47:00,02,5001,4934,0,5001,4934,80.72,-0.22,10957,31.09,nan,745,
2017/09/07,10:47:00,03,11229,11067,1,11230,11068,109.84,0.12,9195,31.80,nan,745,
2017/09/07,10:47:00,04,24165,23891,0,24165,23891,156.70,-0.46,7527,33.01,nan,826,
2017/09/07,10:48:00,01,9626,9495,0,9626,9495,132.23,-0.41,6332,31.17,nan,745,
2017/09/07,10:48:00,02,5002,4934,0,5002,4934,80.72,-0.22,10956,31.09,nan,745,
2017/09/07,10:48:00,03,11218,11057,1,11219,11058,109.75,0.13,9206,31.80,nan,745,
2017/09/07,10:48:00,04,24108,23834,0,24108,23834,156.39,-0.46,7584,33.01,nan,826,
2017/09/07,10:49:00,01,9623,9492,0,9623,9492,132.20,-0.41,6335,31.17,nan,745,
2017/09/07,10:49:00,02,4980,4913,0,4980,4913,80.48,-0.22,10978,31.09,nan,745,
2017/09/07,10:49:00,03,11219,11058,1,11220,11059,109.76,0.12,9205,31.80,nan,745,
2017/09/07,10:49:00,04,24058,23785,0,24058,23785,156.12,-0.46,7634,33.01,nan,826,
2017/09/07,10:50:00,01,9623,9493,0,9623,9493,132.20,-0.41,6335,31.17,nan,745,
2017/09/07,10:50:00,02,4981,4913,0,4981,4913,80.49,-0.22,10978,31.09,nan,745,
2017/09/07,10:50:00,03,11212,11051,1,11213,11052,109.71,0.13,9212,31.80,nan,745,
2017/09/07,10:50:00,04,24004,23732,0,24004,23732,155.82,-0.46,7688,33.01,nan,826,
2017/09/07,10:51:00,01,9623,9492,0,9623,9492,132.20,-0.41,6335,31.17,nan,745,
2017/09/07,10:51:00,02,4981,4913,0,4981,4913,80.49,-0.22,10977,31.09,nan,745,
2017/09/07,10:51:00,03,11210,11049,1,11211,11050,109.68,0.12,9214,31.80,nan,745,
2017/09/07,10:51:00,04,23986,23714,0,23986,23714,155.72,-0.46,7706,33.01,nan,826,
2017/09/07,10:52:00,01,9624,9493,0,9624,9493,132.21,-0.41,6334,31.17,nan,745,
2017/09/07,10:52:00,02,4980,4913,0,4980,4913,80.48,-0.22,10978,31.09,nan,745,
2017/09/07,10:52:00,03,11210,11049,1,11211,11050,109.69,0.13,9214,31.80,nan,745,
2017/09/07,10:52:00,04,23986,23714,0,23986,23714,155.72,-0.46,7706,33.01,nan,826,
2017/09/07,10:53:00,01,9624,9493,0,9624,9493,132.20,-0.41,6335,31.17,nan,745,
2017/09/07,10:53:00,02,4980,4913,0,4980,4913,80.48,-0.22,10978,31.09,nan,745,
2017/09/07,10:53:00,03,11211,11049,1,11211,11050,109.69,0.12,9214,31.80,nan,745,
2017/09/07,10:53:00,04,23986,23714,0,23986,23714,155.72,-0.46,7706,33.01,nan,826,
2017/09/07,10:54:00,01,9623,9493,0,9623,9493,132.20,-0.41,6335,31.17,nan,745,
2017/09/07,10:54:00,02,4980,4913,0,4980,4913,80.48,-0.22,10978,31.09,nan,745,
2017/09/07,10:54:00,03,11210,11049,1,11211,11050,109.68,0.12,9214,31.81,nan,745,
2017/09/07,10:54:00,04,23986,23714,0,23986,23714,155.72,-0.46,7706,33.01,nan,826,
2017/09/07,10:55:00,01,9623,9493,0,9623,9493,132.20,-0.41,6335,31.17,nan,745,
2017/09/07,10:55:00,02,4980,4913,0,4980,4913,80.48,-0.22,10978,31.09,nan,745,
2017/09/07,10:55:00,03,11210,11049,1,11211,11050,109.68,0.13,9214,31.81,nan,745,
2017/09/07,10:55:00,04,23986,23714,0,23986,23714,155.72,-0.46,7706,33.01,nan,826,
2017/09/07,10:56:00,01,9618,9487,0,9618,9487,132.12,-0.41,6341,31.17,nan,745,
2017/09/07,10:56:00,02,4980,4913,0,4980,4913,80.49,-0.22,10978,31.09,nan,745,
2017/09/07,10:56:00,03,11210,11049,1,11211,11050,109.69,0.13,9214,31.81,nan,745,
2017/09/07,10:56:00,04,23986,23714,0,23986,23714,155.72,-0.46,7706,33.01,nan,826,
2017/09/07,10:57:00,01,9617,9487,0,9617,9487,132.12,-0.41,6341,31.17,nan,745,
2017/09/07,10:57:00,02,4980,4913,0,4980,4913,80.48,-0.22,10978,31.09,nan,745,
2017/09/07,10:57:00,03,11197,11036,1,11198,11037,109.58,0.13,9227,31.81,nan,745,
2017/09/07,10:57:00,04,23986,23714,0,23986,23714,155.72,-0.46,7706,33.01,nan,826,
2017/09/07,10:58:00,01,9617,9487,0,9617,9487,132.12,-0.41,6341,31.17,nan,745,
2017/09/07,10:58:00,02,4980,4913,0,4980,4913,80.48,-0.22,10978,31.09,nan,745,
2017/09/07,10:58:00,03,11183,11023,1,11184,11024,109.47,0.13,9241,31.81,nan,745,
2017/09/07,10:58:00,04,23986,23714,0,23986,23714,155.72,-0.46,7706,33.01,nan,826,
2017/09/07,10:59:00,01,9617,9486,0,9617,9486,132.12,-0.41,6341,31.17,nan,745,
2017/09/07,10:59:00,02,4980,4913,0,4980,4913,80.48,-0.22,10978,31.09,nan,745,
2017/09/07,10:59:00,03,11184,11023,1,11185,11024,109.48,0.12,9240,31.81,nan,745,
2017/09/07,10:59:00,04,23974,23702,0,23974,23702,155.65,-0.46,7718,33.01,nan,826,
2017/09/07,11:00:00,01,9617,9486,0,9617,9486,132.11,-0.41,6341,31.17,nan,745,
2017/09/07,11:00:00,02,4980,4913,0,4980,4913,80.49,-0.22,10978,31.09,nan,745,
2017/09/07,11:00:00,03,11184,11024,1,11185,11025,109.48,0.13,9240,31.80,nan,745,
2017/09/07,11:00:00,04,23974,23702,0,23974,23702,155.65,-0.46,7718,33.01,nan,826,
2017/09/07,11:01:00,01,9617,9487,0,9617,9487,132.12,-0.41,6341,31.17,nan,745,
2017/09/07,11:01:00,02,4980,4913,0,4980,4913,80.49,-0.22,10978,31.09,nan,745,
2017/09/07,11:01:00,03,11183,11023,1,11184,11024,109.47,0.13,9241,31.80,nan,745,
2017/09/07,11:01:00,04,23966,23694,0,23966,23694,155.60,-0.46,7726,33.01,nan,826,
2017/09/07,11:02:00,01,9615,9485,0,9615,9485,132.10,-0.41,6343,31.17,nan,745,
2017/09/07,11:02:00,02,4980,4913,0,4980,4913,80.49,-0.22,10978,31.09,nan,745,
2017/09/07,11:02:00,03,11184,11023,1,11185,11024,109.48,0.12,9240,31.80,nan,745,
2017/09/07,11:02:00,04,23882,23611,0,23882,23611,155.12,-0.46,7810,33.01,nan,826,
2017/09/07,11:03:00,01,9615,9484,0,9615,9484,132.09,-0.41,6343,31.17,nan,745,
2017/09/07,11:03:00,02,4980,4913,0,4980,4913,80.48,-0.22,10978,31.09,nan,745,
2017/09/07,11:03:00,03,11184,11023,1,11185,11024,109.48,0.13,9240,31.80,nan,745,
2017/09/07,11:03:00,04,23856,23586,0,23856,23586,154.97,-0.46,7836,33.01,nan,826,
2017/09/07,11:04:00,01,9615,9484,0,9615,9484,132.09,-0.41,6343,31.17,nan,745,
2017/09/07,11:04:00,02,4980,4913,0,4980,4913,80.48,-0.22,10978,31.09,nan,745,
2017/09/07,11:04:00,03,11184,11024,1,11185,11025,109.48,0.13,9240,31.80,nan,745,
2017/09/07,11:04:00,04,23857,23586,0,23857,23586,154.97,-0.46,7835,33.01,nan,826,
2017/09/07,11:05:00,01,9615,9484,0,9615,9484,132.09,-0.41,6343,31.17,nan,745,
2017/09/07,11:05:00,02,4980,4913,0,4980,4913,80.48,-0.22,10978,31.09,nan,745,
2017/09/07,11:05:00,03,11184,11023,1,11185,11024,109.48,0.13,9240,31.80,nan,745,
2017/09/07,11:05:00,04,23857,23587,0,23857,23587,154.98,-0.46,7835,33.01,nan,826,
2017/09/07,11:06:00,01,9615,9485,0,9615,9485,132.10,-0.41,6343,31.17,nan,745,
2017/09/07,11:06:00,02,4980,4913,0,4980,4913,80.49,-0.22,10978,31.09,nan,745,
2017/09/07,11:06:00,03,11184,11023,1,11185,11024,109.48,0.12,9240,31.80,nan,745,
2017/09/07,11:06:00,04,23857,23586,0,23857,23586,154.97,-0.46,7835,33.01,nan,826,
2017/09/07,11:07:00,01,9615,9484,0,9615,9484,132.09,-0.41,6343,31.17,nan,745,
2017/09/07,11:07:00,02,4980,4913,0,4980,4913,80.48,-0.22,10978,31.09,nan,745,
2017/09/07,11:07:00,03,11184,11023,1,11185,11024,109.47,0.12,9240,31.80,nan,745,
2017/09/07,11:07:00,04,23856,23586,0,23856,23586,154.97,-0.46,7836,33.01,nan,826,
2017/09/07,11:08:00,01,9615,9485,0,9615,9485,132.09,-0.41,6343,31.17,nan,745,
2017/09/07,11:08:00,02,4980,4913,0,4980,4913,80.49,-0.22,10978,31.09,nan,745,
2017/09/07,11:08:00,03,11181,11021,1,11182,11022,109.46,0.12,9243,31.80,nan,745,
2017/09/07,11:08:00,04,23856,23586,0,23856,23586,154.97,-0.47,7836,33.01,nan,826,
2017/09/07,11:09:00,01,9615,9484,0,9615,9484,132.09,-0.41,6343,31.17,nan,745,
2017/09/07,11:09:00,02,4978,4911,0,4978,4911,80.46,-0.22,10980,31.09,nan,745,
2017/09/07,11:09:00,03,11182,11021,1,11182,11022,109.46,0.12,9243,31.80,nan,745,
2017/09/07,11:09:00,04,23857,23586,0,23857,23586,154.97,-0.46,7835,33.01,nan,826,
2017/09/07,11:10:00,01,9616,9485,0,9616,9485,132.10,-0.41,6343,31.17,nan,745,
2017/09/07,11:10:00,02,4978,4911,0,4978,4911,80.46,-0.22,10980,31.09,nan,745,
2017/09/07,11:10:00,03,11182,11021,1,11183,11022,109.46,0.13,9242,31.80,nan,745,
2017/09/07,11:10:00,04,23857,23586,0,23857,23586,154.97,-0.46,7835,33.01,nan,826,
2017/09/07,11:11:00,01,9615,9484,0,9615,9484,132.09,-0.41,6343,31.17,nan,745,
2017/09/07,11:11:00,02,4978,4911,0,4978,4911,80.46,-0.22,10980,31.09,nan,745,
2017/09/07,11:11:00,03,11182,11021,1,11183,11022,109.46,0.13,9242,31.80,nan,745,
2017/09/07,11:11:00,04,23857,23586,0,23857,23586,154.97,-0.46,7835,33.01,nan,826,
2017/09/07,11:12:00,01,9615,9484,0,9615,9484,132.09,-0.41,6343,31.17,nan,745,
2017/09/07,11:12:00,02,4978,4911,0,4978,4911,80.46,-0.22,10980,31.09,nan,745,
2017/09/07,11:12:00,03,11181,11021,1,11182,11022,109.46,0.12,9243,31.80,nan,745,
2017/09/07,11:12:00,04,23856,23586,0,23856,23586,154.97,-0.46,7836,33.01,nan,826,
2017/09/07,11:13:00,01,9613,9483,0,9613,9483,132.07,-0.41,6345,31.17,nan,745,
2017/09/07,11:13:00,02,4978,4911,0,4978,4911,80.46,-0.22,10980,31.09,nan,745,
2017/09/07,11:13:00,03,11180,11019,1,11181,11020,109.45,0.13,9244,31.80,nan,745,
2017/09/07,11:13:00,04,23857,23586,0,23857,23586,154.97,-0.46,7835,33.01,nan,826,
2017/09/07,11:14:00,01,9614,9483,0,9614,9483,132.07,-0.41,6344,31.17,nan,745,
2017/09/07,11:14:00,02,4978,4911,0,4978,4911,80.46,-0.22,10980,31.09,nan,745,
2017/09/07,11:14:00,03,11180,11019,1,11181,11020,109.45,0.13,9244,31.80,nan,745,
2017/09/07,11:14:00,04,23857,23586,0,23857,23586,154.97,-0.46,7835,33.01,nan,826,
2017/09/07,11:15:00,01,9612,9481,0,9612,9481,132.05,-0.41,6346,31.17,nan,745,
2017/09/07,11:15:00,02,4975,4908,0,4975,4908,80.43,-0.22,10983,31.09,nan,745,
2017/09/07,11:15:00,03,11180,11019,1,11181,11020,109.45,0.13,9244,31.80,nan,745,
2017/09/07,11:15:00,04,23843,23573,0,23843,23573,154.89,-0.46,7849,33.01,nan,826,
2017/09/07,11:16:00,01,9612,9481,0,9612,9481,132.05,-0.41,6346,31.17,nan,745,
2017/09/07,11:16:00,02,4976,4908,0,4976,4908,80.43,-0.22,10983,31.09,nan,745,
2017/09/07,11:16:00,03,11180,11019,1,11181,11020,109.45,0.12,9244,31.80,nan,745,
2017/09/07,11:16:00,04,23817,23547,0,23817,23547,154.74,-0.46,7875,33.00,nan,826,
2017/09/07,11:17:00,01,9604,9474,0,9604,9474,131.95,-0.41,6354,31.17,nan,745,
2017/09/07,11:17:00,02,4976,4909,0,4976,4909,80.43,-0.22,10982,31.09,nan,745,
2017/09/07,11:17:00,03,11180,11019,1,11180,11020,109.44,0.12,9245,31.80,nan,745,
2017/09/07,11:17:00,04,23805,23535,0,23805,23535,154.68,-0.46,7887,33.00,nan,826,
2017/09/07,11:18:00,01,9576,9446,0,9576,9446,131.63,-0.41,6382,31.17,nan,745,
2017/09/07,11:18:00,02,4976,4909,0,4976,4909,80.44,-0.22,10982,31.09,nan,745,
2017/09/07,11:18:00,03,11153,10993,1,11154,10994,109.23,0.13,9271,31.80,nan,745,
2017/09/07,11:18:00,04,23804,23535,0,23804,23535,154.67,-0.46,7888,33.00,nan,826,
2017/09/07,11:19:00,01,9577,9447,0,9577,9447,131.64,-0.41,6381,31.17,nan,745,
2017/09/07,11:19:00,02,4976,4909,0,4976,4909,80.44,-0.22,10982,31.09,nan,745,
2017/09/07,11:19:00,03,11149,10989,1,11150,10989,109.20,0.12,9275,31.80,nan,745,
2017/09/07,11:19:00,04,23784,23514,0,23784,23514,154.56,-0.47,7908,33.00,nan,826,
2017/09/07,11:20:00,01,9577,9447,0,9577,9447,131.64,-0.41,6381,31.17,nan,745,
2017/09/07,11:20:00,02,4976,4909,0,4976,4909,80.44,-0.22,10982,31.09,nan,745,
2017/09/07,11:20:00,03,11148,10988,1,11149,10989,109.19,0.12,9276,31.80,nan,745,
2017/09/07,11:20:00,04,23785,23515,0,23785,23515,154.56,-0.46,7907,33.00,nan,826,
2017/09/07,11:21:00,01,9577,9447,0,9577,9447,131.64,-0.41,6381,31.17,nan,745,
2017/09/07,11:21:00,02,4976,4909,0,4976,4909,80.44,-0.22,10982,31.09,nan,745,
2017/09/07,11:21:00,03,11148,10988,1,11149,10989,109.19,0.13,9276,31.80,nan,745,
2017/09/07,11:21:00,04,23784,23515,0,23784,23515,154.56,-0.46,7908,33.00,nan,826,
2017/09/07,11:22:00,01,9577,9446,0,9577,9446,131.64,-0.41,6381,31.17,nan,745,
2017/09/07,11:22:00,02,4976,4908,0,4976,4908,80.43,-0.22,10983,31.09,nan,745,
2017/09/07,11:22:00,03,11148,10988,1,11149,10989,109.19,0.13,9276,31.80,nan,745,
2017/09/07,11:22:00,04,23785,23516,0,23785,23516,154.56,-0.46,7907,33.00,nan,826,
2017/09/07,11:23:00,01,9577,9447,0,9577,9447,131.64,-0.41,6381,31.17,nan,745,
2017/09/07,11:23:00,02,4976,4909,0,4976,4909,80.43,-0.22,10982,31.09,nan,745,
2017/09/07,11:23:00,03,11147,10987,1,11148,10988,109.19,0.13,9277,31.80,nan,745,
2017/09/07,11:23:00,04,23785,23515,0,23785,23515,154.56,-0.46,7907,33.00,nan,826,
2017/09/07,11:24:00,01,9577,9447,0,9577,9447,131.64,-0.41,6381,31.17,nan,745,
2017/09/07,11:24:00,02,4976,4909,0,4976,4909,80.44,-0.22,10982,31.09,nan,745,
2017/09/07,11:24:00,03,11148,10988,1,11149,10989,109.19,0.12,9276,31.80,nan,745,
2017/09/07,11:24:00,04,23784,23515,0,23784,23515,154.56,-0.47,7908,33.00,nan,826,
2017/09/07,11:25:00,01,9577,9446,0,9577,9446,131.64,-0.41,6382,31.17,nan,745,
2017/09/07,11:25:00,02,4976,4909,0,4976,4909,80.44,-0.22,10982,31.09,nan,745,
2017/09/07,11:25:00,03,11146,10986,1,11147,10987,109.18,0.12,9278,31.80,nan,745,
2017/09/07,11:25:00,04,23785,23515,0,23785,23515,154.56,-0.46,7907,33.00,nan,826,
2017/09/07,11:26:00,01,9577,9447,0,9577,9447,131.64,-0.41,6381,31.17,nan,745,
2017/09/07,11:26:00,02,4976,4909,0,4976,4909,80.44,-0.22,10982,31.09,nan,745,
2017/09/07,11:26:00,03,11145,10985,1,11146,10986,109.17,0.13,9279,31.80,nan,745,
2017/09/07,11:26:00,04,23785,23515,0,23785,23515,154.56,-0.46,7907,33.00,nan,826,
2017/09/07,11:27:00,01,9577,9447,0,9577,9447,131.64,-0.41,6381,31.17,nan,745,
2017/09/07,11:27:00,02,4976,4909,0,4976,4909,80.44,-0.22,10982,31.09,nan,745,
2017/09/07,11:27:00,03,11141,10981,1,11142,10982,109.14,0.13,9283,31.80,nan,745,
2017/09/07,11:27:00,04,23785,23515,0,23785,23515,154.56,-0.46,7907,33.00,nan,826,
