Date,Time,T.ID,GP.Vol,NP.Vol,Wat.Vol,GT.Vol,NT.Vol,Prd.Lvl,Wat.Lvl,Ullage,Avg.Tmp,Prd.Wgt,Prd.Dens
2017/09/07,02:48:00,04,26365,26062,0,26365,26062,170.05,-0.46,5327,33.20,nan,826,
2017/09/07,02:49:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.18,nan,745,
2017/09/07,02:49:00,02,5199,5129,0,5199,5129,83.03,-0.22,10759,31.09,nan,745,
2017/09/07,02:49:00,03,11928,11756,1,11929,11757,115.84,0.13,8496,31.88,nan,745,
2017/09/07,02:49:00,04,26365,26062,0,26365,26062,170.05,-0.46,5327,33.20,nan,826,
2017/09/07,02:50:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.18,nan,745,
2017/09/07,02:50:00,02,5199,5128,0,5199,5128,83.03,-0.22,10760,31.09,nan,745,
2017/09/07,02:50:00,03,11928,11756,1,11929,11757,115.84,0.13,8496,31.88,nan,745,
2017/09/07,02:50:00,04,26361,26058,0,26361,26058,170.02,-0.46,5331,33.20,nan,826,
2017/09/07,02:51:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.18,nan,745,
2017/09/07,02:51:00,02,5199,5128,0,5199,5128,83.03,-0.23,10759,31.09,nan,745,
2017/09/07,02:51:00,03,11928,11755,1,11929,11756,115.84,0.12,8496,31.88,nan,745,
2017/09/07,02:51:00,04,26361,26058,0,26361,26058,170.02,-0.46,5331,33.20,nan,826,
2017/09/07,02:52:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.18,nan,745,
2017/09/07,02:52:00,02,5199,5129,0,5199,5129,83.04,-0.22,10759,31.09,nan,745,
2017/09/07,02:52:00,03,11928,11755,1,11929,11756,115.84,0.13,8496,31.88,nan,745,
2017/09/07,02:52:00,04,26361,26058,0,26361,26058,170.02,-0.46,5331,33.20,nan,826,
2017/09/07,02:53:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.18,nan,745,
2017/09/07,02:53:00,02,5199,5129,0,5199,5129,83.03,-0.22,10759,31.09,nan,745,
2017/09/07,02:53:00,03,11928,11755,1,11929,11756,115.84,0.13,8496,31.88,nan,745,
2017/09/07,02:53:00,04,26361,26058,0,26361,26058,170.02,-0.46,5331,33.20,nan,826,
2017/09/07,02:54:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.18,nan,745,
2017/09/07,02:54:00,02,5199,5129,0,5199,5129,83.03,-0.22,10759,31.09,nan,745,
2017/09/07,02:54:00,03,11928,11755,1,11929,11756,115.84,0.12,8496,31.88,nan,745,
2017/09/07,02:54:00,04,26361,26058,0,26361,26058,170.02,-0.46,5331,33.20,nan,826,
2017/09/07,02:55:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.18,nan,745,
2017/09/07,02:55:00,02,5199,5128,0,5199,5128,83.03,-0.22,10759,31.09,nan,745,
2017/09/07,02:55:00,03,11928,11756,1,11929,11757,115.84,0.13,8496,31.88,nan,745,
2017/09/07,02:55:00,04,26361,26058,0,26361,26058,170.02,-0.46,5331,33.20,nan,826,
2017/09/07,02:56:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.18,nan,745,
2017/09/07,02:56:00,02,5199,5129,0,5199,5129,83.04,-0.22,10759,31.09,nan,745,
2017/09/07,02:56:00,03,11928,11756,1,11929,11757,115.84,0.13,8496,31.88,nan,745,
2017/09/07,02:56:00,04,26361,26058,0,26361,26058,170.02,-0.46,5331,33.20,nan,826,
2017/09/07,02:57:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.18,nan,745,
2017/09/07,02:57:00,02,5199,5129,0,5199,5129,83.03,-0.22,10759,31.09,nan,745,
2017/09/07,02:57:00,03,11928,11755,1,11929,11756,115.84,0.13,8496,31.88,nan,745,
2017/09/07,02:57:00,04,26361,26058,0,26361,26058,170.02,-0.46,5331,33.20,nan,826,
2017/09/07,02:58:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.18,nan,745,
2017/09/07,02:58:00,02,5199,5129,0,5199,5129,83.03,-0.22,10759,31.09,nan,745,
2017/09/07,02:58:00,03,11928,11756,1,11929,11757,115.84,0.13,8496,31.88,nan,745,
2017/09/07,02:58:00,04,26349,26046,0,26349,26046,169.94,-0.46,5343,33.20,nan,826,
2017/09/07,02:59:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.18,nan,745,
2017/09/07,02:59:00,02,5199,5129,0,5199,5129,83.04,-0.22,10759,31.09,nan,745,
2017/09/07,02:59:00,03,11928,11756,1,11929,11757,115.84,0.12,8496,31.88,nan,745,
2017/09/07,02:59:00,04,26349,26046,0,26349,26046,169.94,-0.46,5343,33.20,nan,826,
2017/09/07,03:00:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.18,nan,745,
2017/09/07,03:00:00,02,5199,5129,0,5199,5129,83.04,-0.22,10759,31.09,nan,745,
2017/09/07,03:00:00,03,11928,11756,1,11929,11756,115.84,0.13,8496,31.88,nan,745,
2017/09/07,03:00:00,04,26349,26046,0,26349,26046,169.94,-0.46,5343,33.20,nan,826,
2017/09/07,03:01:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.18,nan,745,
2017/09/07,03:01:00,02,5199,5129,0,5199,5129,83.03,-0.22,10759,31.09,nan,745,
2017/09/07,03:01:00,03,11928,11755,1,11929,11756,115.84,0.13,8496,31.88,nan,745,
2017/09/07,03:01:00,04,26340,26037,0,26340,26037,169.89,-0.46,5352,33.19,nan,826,
2017/09/07,03:02:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.18,nan,745,
2017/09/07,03:02:00,02,5199,5129,0,5199,5129,83.03,-0.22,10759,31.09,nan,745,
2017/09/07,03:02:00,03,11928,11756,1,11929,11757,115.84,0.12,8496,31.88,nan,745,
2017/09/07,03:02:00,04,26341,26038,0,26341,26038,169.89,-0.46,5351,33.19,nan,826,
2017/09/07,03:03:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.18,nan,745,
2017/09/07,03:03:00,02,5199,5129,0,5199,5129,83.04,-0.22,10759,31.09,nan,745,
2017/09/07,03:03:00,03,11928,11755,1,11929,11756,115.84,0.12,8496,31.88,nan,745,
2017/09/07,03:03:00,04,26341,26038,0,26341,26038,169.89,-0.46,5351,33.19,nan,826,
2017/09/07,03:04:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.18,nan,745,
2017/09/07,03:04:00,02,5198,5128,0,5198,5128,83.03,-0.23,10760,31.09,nan,745,
2017/09/07,03:04:00,03,11928,11756,1,11929,11757,115.84,0.13,8496,31.88,nan,745,
2017/09/07,03:04:00,04,26341,26038,0,26341,26038,169.89,-0.46,5351,33.19,nan,826,
2017/09/07,03:05:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.18,nan,745,
2017/09/07,03:05:00,02,5199,5129,0,5199,5129,83.04,-0.23,10759,31.09,nan,745,
2017/09/07,03:05:00,03,11928,11756,1,11929,11757,115.84,0.12,8496,31.88,nan,745,
2017/09/07,03:05:00,04,26341,26038,0,26341,26038,169.89,-0.46,5351,33.19,nan,826,
2017/09/07,03:06:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.18,nan,745,
2017/09/07,03:06:00,02,5199,5128,0,5199,5128,83.03,-0.23,10760,31.09,nan,745,
2017/09/07,03:06:00,03,11928,11756,1,11929,11757,115.84,0.12,8496,31.87,nan,745,
2017/09/07,03:06:00,04,26341,26038,0,26341,26038,169.89,-0.46,5351,33.19,nan,826,
2017/09/07,03:07:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.18,nan,745,
2017/09/07,03:07:00,02,5199,5128,0,5199,5128,83.03,-0.23,10760,31.09,nan,745,
2017/09/07,03:07:00,03,11928,11756,1,11929,11757,115.84,0.13,8496,31.87,nan,745,
2017/09/07,03:07:00,04,26340,26037,0,26340,26037,169.89,-0.46,5352,33.19,nan,826,
2017/09/07,03:08:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.18,nan,745,
2017/09/07,03:08:00,02,5199,5129,0,5199,5129,83.03,-0.22,10759,31.09,nan,745,
2017/09/07,03:08:00,03,11928,11756,1,11929,11757,115.84,0.12,8496,31.87,nan,745,
2017/09/07,03:08:00,04,26341,26038,0,26341,26038,169.89,-0.46,5351,33.19,nan,826,
2017/09/07,03:09:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.18,nan,745,
2017/09/07,03:09:00,02,5199,5129,0,5199,5129,83.03,-0.23,10759,31.09,nan,745,
2017/09/07,03:09:00,03,11928,11756,1,11929,11757,115.84,0.12,8496,31.87,nan,745,
2017/09/07,03:09:00,04,26341,26038,0,26341,26038,169.89,-0.46,5351,33.19,nan,826,
2017/09/07,03:10:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.18,nan,745,
2017/09/07,03:10:00,02,5199,5129,0,5199,5129,83.03,-0.22,10759,31.09,nan,745,
2017/09/07,03:10:00,03,11928,11756,1,11929,11757,115.84,0.13,8496,31.87,nan,745,
2017/09/07,03:10:00,04,26340,26037,0,26340,26037,169.89,-0.46,5352,33.19,nan,826,
2017/09/07,03:11:00,01,9934,9799,0,9934,9799,136.15,-0.41,6024,31.18,nan,745,
2017/09/07,03:11:00,02,5199,5129,0,5199,5129,83.03,-0.22,10759,31.09,nan,745,
2017/09/07,03:11:00,03,11928,11756,1,11929,11757,115.84,0.12,8496,31.87,nan,745,
2017/09/07,03:11:00,04,26341,26038,0,26341,26038,169.89,-0.46,5351,33.19,nan,826,
2017/09/07,03:12:00,01,9934,9799,0,9934,9799,136.15,-0.41,6024,31.18,nan,745,
2017/09/07,03:12:00,02,5199,5129,0,5199,5129,83.03,-0.22,10759,31.09,nan,745,
2017/09/07,03:12:00,03,11928,11756,1,11929,11756,115.84,0.12,8496,31.87,nan,745,
2017/09/07,03:12:00,04,26340,26038,0,26340,26038,169.89,-0.46,5352,33.19,nan,826,
2017/09/07,03:13:00,01,9934,9799,0,9934,9799,136.15,-0.41,6024,31.18,nan,745,
2017/09/07,03:13:00,02,5199,5129,0,5199,5129,83.03,-0.22,10759,31.09,nan,745,
2017/09/07,03:13:00,03,11928,11755,1,11929,11756,115.84,0.13,8496,31.87,nan,745,
2017/09/07,03:13:00,04,26341,26038,0,26341,26038,169.89,-0.46,5351,33.19,nan,826,
2017/09/07,03:14:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.18,nan,745,
2017/09/07,03:14:00,02,5199,5129,0,5199,5129,83.04,-0.22,10759,31.09,nan,745,
2017/09/07,03:14:00,03,11928,11756,1,11929,11757,115.84,0.12,8496,31.87,nan,745,
2017/09/07,03:14:00,04,26341,26038,0,26341,26038,169.89,-0.46,5351,33.19,nan,826,
2017/09/07,03:15:00,01,9934,9799,0,9934,9799,136.15,-0.41,6024,31.18,nan,745,
2017/09/07,03:15:00,02,5199,5128,0,5199,5128,83.03,-0.23,10759,31.09,nan,745,
2017/09/07,03:15:00,03,11928,11756,1,11929,11757,115.84,0.12,8496,31.87,nan,745,
2017/09/07,03:15:00,04,26341,26038,0,26341,26038,169.89,-0.46,5351,33.19,nan,826,
2017/09/07,03:16:00,01,9934,9799,0,9934,9799,136.15,-0.41,6024,31.18,nan,745,
2017/09/07,03:16:00,02,5199,5128,0,5199,5128,83.03,-0.22,10760,31.09,nan,745,
2017/09/07,03:16:00,03,11928,11756,1,11929,11757,115.84,0.13,8496,31.87,nan,745,
2017/09/07,03:16:00,04,26341,26038,0,26341,26038,169.89,-0.46,5351,33.19,nan,826,
2017/09/07,03:17:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.18,nan,745,
2017/09/07,03:17:00,02,5199,5129,0,5199,5129,83.03,-0.23,10759,31.09,nan,745,
2017/09/07,03:17:00,03,11928,11756,1,11929,11757,115.84,0.12,8496,31.87,nan,745,
2017/09/07,03:17:00,04,26341,26038,0,26341,26038,169.89,-0.46,5351,33.19,nan,826,
2017/09/07,03:18:00,01,9934,9799,0,9934,9799,136.15,-0.41,6024,31.18,nan,745,
2017/09/07,03:18:00,02,5199,5129,0,5199,5129,83.03,-0.23,10759,31.09,nan,745,
2017/09/07,03:18:00,03,11928,11756,1,11929,11757,115.84,0.13,8496,31.87,nan,745,
2017/09/07,03:18:00,04,26341,26038,0,26341,26038,169.89,-0.46,5351,33.18,nan,826,
2017/09/07,03:19:00,01,9934,9799,0,9934,9799,136.15,-0.41,6024,31.18,nan,745,
2017/09/07,03:19:00,02,5199,5129,0,5199,5129,83.03,-0.22,10759,31.09,nan,745,
2017/09/07,03:19:00,03,11928,11755,1,11929,11756,115.84,0.13,8496,31.87,nan,745,
2017/09/07,03:19:00,04,26341,26038,0,26341,26038,169.89,-0.46,5351,33.18,nan,826,
2017/09/07,03:20:00,01,9934,9799,0,9934,9799,136.15,-0.41,6024,31.18,nan,745,
2017/09/07,03:20:00,02,5198,5128,0,5198,5128,83.03,-0.23,10760,31.09,nan,745,
2017/09/07,03:20:00,03,11928,11756,1,11929,11757,115.84,0.13,8496,31.87,nan,745,
2017/09/07,03:20:00,04,26340,26038,0,26340,26038,169.89,-0.46,5352,33.18,nan,826,
2017/09/07,03:21:00,01,9934,9799,0,9934,9799,136.15,-0.41,6024,31.18,nan,745,
2017/09/07,03:21:00,02,5199,5129,0,5199,5129,83.03,-0.23,10759,31.09,nan,745,
2017/09/07,03:21:00,03,11928,11755,1,11929,11756,115.84,0.12,8496,31.87,nan,745,
2017/09/07,03:21:00,04,26341,26038,0,26341,26038,169.89,-0.46,5351,33.18,nan,826,
2017/09/07,03:22:00,01,9934,9799,0,9934,9799,136.15,-0.41,6024,31.18,nan,745,
2017/09/07,03:22:00,02,5199,5128,0,5199,5128,83.03,-0.23,10759,31.09,nan,745,
2017/09/07,03:22:00,03,11928,11756,1,11929,11757,115.84,0.13,8496,31.87,nan,745,
2017/09/07,03:22:00,04,26341,26038,0,26341,26038,169.89,-0.46,5351,33.18,nan,826,
2017/09/07,03:23:00,01,9934,9799,0,9934,9799,136.15,-0.41,6024,31.18,nan,745,
2017/09/07,03:23:00,02,5199,5128,0,5199,5128,83.03,-0.23,10759,31.09,nan,745,
2017/09/07,03:23:00,03,11928,11756,1,11929,11756,115.84,0.13,8496,31.87,nan,745,
2017/09/07,03:23:00,04,26341,26038,0,26341,26038,169.89,-0.46,5351,33.18,nan,826,
2017/09/07,03:24:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.18,nan,745,
2017/09/07,03:24:00,02,5199,5129,0,5199,5129,83.03,-0.23,10759,31.09,nan,745,
2017/09/07,03:24:00,03,11928,11755,1,11928,11756,115.84,0.12,8497,31.87,nan,745,
2017/09/07,03:24:00,04,26340,26038,0,26340,26038,169.89,-0.46,5352,33.18,nan,826,
2017/09/07,03:25:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.18,nan,745,
2017/09/07,03:25:00,02,5199,5129,0,5199,5129,83.03,-0.22,10759,31.09,nan,745,
2017/09/07,03:25:00,03,11927,11755,1,11928,11756,115.84,0.12,8497,31.87,nan,745,
2017/09/07,03:25:00,04,26341,26038,0,26341,26038,169.89,-0.46,5351,33.18,nan,826,
2017/09/07,03:26:00,01,9934,9799,0,9934,9799,136.15,-0.41,6024,31.18,nan,745,
2017/09/07,03:26:00,02,5199,5129,0,5199,5129,83.04,-0.22,10759,31.09,nan,745,
2017/09/07,03:26:00,03,11928,11755,1,11929,11756,115.84,0.13,8496,31.87,nan,745,
2017/09/07,03:26:00,04,26340,26038,0,26340,26038,169.89,-0.46,5352,33.18,nan,826,
2017/09/07,03:27:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.18,nan,745,
2017/09/07,03:27:00,02,5199,5128,0,5199,5128,83.03,-0.22,10760,31.09,nan,745,
2017/09/07,03:27:00,03,11928,11755,1,11929,11756,115.84,0.12,8496,31.87,nan,745,
2017/09/07,03:27:00,04,26341,26038,0,26341,26038,169.89,-0.46,5351,33.18,nan,826,
2017/09/07,03:28:00,01,9934,9799,0,9934,9799,136.15,-0.41,6024,31.18,nan,745,
2017/09/07,03:28:00,02,5199,5129,0,5199,5129,83.04,-0.22,10759,31.09,nan,745,
2017/09/07,03:28:00,03,11928,11755,1,11928,11756,115.84,0.12,8497,31.87,nan,745,
2017/09/07,03:28:00,04,26341,26038,0,26341,26038,169.89,-0.46,5351,33.18,nan,826,
2017/09/07,03:29:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.17,nan,745,
2017/09/07,03:29:00,02,5199,5129,0,5199,5129,83.04,-0.22,10759,31.09,nan,745,
2017/09/07,03:29:00,03,11928,11755,1,11928,11756,115.84,0.13,8497,31.87,nan,745,
2017/09/07,03:29:00,04,26340,26038,0,26340,26038,169.89,-0.46,5352,33.18,nan,826,
2017/09/07,03:30:00,01,9934,9799,0,9934,9799,136.15,-0.41,6024,31.18,nan,745,
2017/09/07,03:30:00,02,5199,5128,0,5199,5128,83.03,-0.22,10760,31.09,nan,745,
2017/09/07,03:30:00,03,11928,11755,1,11929,11756,115.84,0.12,8496,31.87,nan,745,
2017/09/07,03:30:00,04,26340,26038,0,26340,26038,169.89,-0.46,5352,33.18,nan,826,
2017/09/07,03:31:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.18,nan,745,
2017/09/07,03:31:00,02,5199,5129,0,5199,5129,83.03,-0.23,10759,31.09,nan,745,
2017/09/07,03:31:00,03,11928,11755,1,11928,11756,115.84,0.12,8497,31.87,nan,745,
2017/09/07,03:31:00,04,26340,26038,0,26340,26038,169.89,-0.46,5352,33.18,nan,826,
2017/09/07,03:32:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.17,nan,745,
2017/09/07,03:32:00,02,5199,5128,0,5199,5128,83.03,-0.23,10760,31.09,nan,745,
2017/09/07,03:32:00,03,11927,11755,1,11928,11756,115.84,0.12,8497,31.87,nan,745,
2017/09/07,03:32:00,04,26340,26038,0,26340,26038,169.89,-0.46,5352,33.18,nan,826,
2017/09/07,03:33:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.17,nan,745,
2017/09/07,03:33:00,02,5199,5129,0,5199,5129,83.03,-0.22,10759,31.09,nan,745,
2017/09/07,03:33:00,03,11927,11755,1,11928,11756,115.84,0.12,8497,31.87,nan,745,
2017/09/07,03:33:00,04,26325,26023,0,26325,26023,169.80,-0.46,5367,33.18,nan,826,
2017/09/07,03:34:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.17,nan,745,
2017/09/07,03:34:00,02,5199,5129,0,5199,5129,83.04,-0.22,10759,31.09,nan,745,
2017/09/07,03:34:00,03,11928,11755,1,11929,11756,115.84,0.12,8496,31.87,nan,745,
2017/09/07,03:34:00,04,26300,25998,0,26300,25998,169.64,-0.46,5392,33.18,nan,826,
2017/09/07,03:35:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.17,nan,745,
2017/09/07,03:35:00,02,5199,5129,0,5199,5129,83.04,-0.22,10759,31.09,nan,745,
2017/09/07,03:35:00,03,11927,11755,1,11928,11756,115.84,0.12,8497,31.87,nan,745,
2017/09/07,03:35:00,04,26300,25997,0,26300,25997,169.64,-0.46,5392,33.18,nan,826,
2017/09/07,03:36:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.17,nan,745,
2017/09/07,03:36:00,02,5199,5129,0,5199,5129,83.04,-0.23,10759,31.09,nan,745,
2017/09/07,03:36:00,03,11928,11755,1,11928,11756,115.84,0.13,8497,31.87,nan,745,
2017/09/07,03:36:00,04,26300,25998,0,26300,25998,169.64,-0.46,5392,33.18,nan,826,
2017/09/07,03:37:00,01,9934,9799,0,9934,9799,136.15,-0.41,6024,31.17,nan,745,
2017/09/07,03:37:00,02,5199,5129,0,5199,5129,83.04,-0.22,10759,31.09,nan,745,
2017/09/07,03:37:00,03,11928,11755,1,11929,11756,115.84,0.12,8496,31.87,nan,745,
2017/09/07,03:37:00,04,26300,25998,0,26300,25998,169.64,-0.46,5392,33.18,nan,826,
2017/09/07,03:38:00,01,9934,9799,0,9934,9799,136.16,-0.41,6024,31.17,nan,745,
2017/09/07,03:38:00,02,5199,5129,0,5199,5129,83.03,-0.22,10759,31.09,nan,745,
2017/09/07,03:38:00,03,11927,11755,1,11928,11756,115.84,0.12,8497,31.87,nan,745,
2017/09/07,03:38:00,04,26300,25998,0,26300,25998,169.64,-0.46,5392,33.18,nan,826,
2017/09/07,03:39:00,01,9932,9797,0,9932,9797,136.13,-0.41,6026,31.17,nan,745,
2017/09/07,03:39:00,02,5199,5129,0,5199,5129,83.03,-0.22,10759,31.09,nan,745,
2017/09/07,03:39:00,03,11928,11755,1,11929,11756,115.84,0.12,8496,31.87,nan,745,
2017/09/07,03:39:00,04,26300,25998,0,26300,25998,169.64,-0.46,5392,33.18,nan,826,
2017/09/07,03:40:00,01,9931,9795,0,9931,9795,136.11,-0.41,6028,31.17,nan,745,
2017/09/07,03:40:00,02,5199,5129,0,5199,5129,83.03,-0.22,10759,31.09,nan,745,
2017/09/07,03:40:00,03,11927,11755,1,11928,11756,115.84,0.12,8497,31.86,nan,745,
2017/09/07,03:40:00,04,26300,25998,0,26300,25998,169.64,-0.46,5392,33.18,nan,826,
2017/09/07,03:41:00,01,9930,9795,0,9930,9795,136.10,-0.41,6028,31.17,nan,745,
2017/09/07,03:41:00,02,5199,5128,0,5199,5128,83.03,-0.23,10759,31.09,nan,745,
2017/09/07,03:41:00,03,11927,11755,1,11928,11756,115.84,0.12,8497,31.87,nan,745,
2017/09/07,03:41:00,04,26300,25998,0,26300,25998,169.64,-0.46,5392,33.17,nan,826,
2017/09/07,03:42:00,01,9930,9795,0,9930,9795,136.11,-0.41,6028,31.17,nan,745,
2017/09/07,03:42:00,02,5199,5128,0,5199,5128,83.03,-0.23,10759,31.09,nan,745,
2017/09/07,03:42:00,03,11928,11755,1,11928,11756,115.84,0.13,8497,31.87,nan,745,
2017/09/07,03:42:00,04,26300,25998,0,26300,25998,169.64,-0.46,5392,33.17,nan,826,
2017/09/07,03:43:00,01,9930,9795,0,9930,9795,136.11,-0.41,6028,31.17,nan,745,
2017/09/07,03:43:00,02,5199,5129,0,5199,5129,83.04,-0.22,10759,31.09,nan,745,
2017/09/07,03:43:00,03,11928,11755,1,11929,11756,115.84,0.13,8496,31.86,nan,745,
2017/09/07,03:43:00,04,26300,25998,0,26300,25998,169.64,-0.46,5392,33.17,nan,826,
2017/09/07,03:44:00,01,9930,9795,0,9930,9795,136.11,-0.41,6028,31.17,nan,745,
2017/09/07,03:44:00,02,5199,5129,0,5199,5129,83.03,-0.22,10759,31.09,nan,745,
2017/09/07,03:44:00,03,11927,11755,1,11928,11756,115.84,0.13,8497,31.86,nan,745,
2017/09/07,03:44:00,04,26300,25998,0,26300,25998,169.64,-0.46,5392,33.17,nan,826,
2017/09/07,03:45:00,01,9930,9795,0,9930,9795,136.11,-0.41,6028,31.17,nan,745,
2017/09/07,03:45:00,02,5199,5129,0,5199,5129,83.03,-0.22,10759,31.09,nan,745,
2017/09/07,03:45:00,03,11927,11755,1,11928,11756,115.84,0.12,8497,31.86,nan,745,
2017/09/07,03:45:00,04,26300,25998,0,26300,25998,169.64,-0.46,5392,33.17,nan,826,
2017/09/07,03:46:00,01,9930,9795,0,9930,9795,136.11,-0.41,6028,31.17,nan,745,
2017/09/07,03:46:00,02,5199,5129,0,5199,5129,83.03,-0.22,10759,31.09,nan,745,
2017/09/07,03:46:00,03,11928,11755,1,11929,11756,115.84,0.12,8496,31.86,nan,745,
2017/09/07,03:46:00,04,26300,25998,0,26300,25998,169.64,-0.46,5392,33.17,nan,826,
2017/09/07,03:47:00,01,9930,9795,0,9930,9795,136.11,-0.41,6028,31.17,nan,745,
2017/09/07,03:47:00,02,5199,5129,0,5199,5129,83.03,-0.22,10759,31.09,nan,745,
2017/09/07,03:47:00,03,11927,11755,1,11928,11756,115.83,0.13,8497,31.86,nan,745,
2017/09/07,03:47:00,04,26300,25998,0,26300,25998,169.64,-0.46,5392,33.17,nan,826,
2017/09/07,03:48:00,01,9930,9795,0,9930,9795,136.11,-0.41,6028,31.17,nan,745,
2017/09/07,03:48:00,02,5199,5128,0,5199,5128,83.03,-0.23,10759,31.09,nan,745,
2017/09/07,03:48:00,03,11927,11755,1,11928,11756,115.84,0.12,8497,31.86,nan,745,
2017/09/07,03:48:00,04,26300,25998,0,26300,25998,169.64,-0.46,5392,33.17,nan,826,
2017/09/07,03:49:00,01,9930,9795,0,9930,9795,136.11,-0.41,6028,31.17,nan,745,
2017/09/07,03:49:00,02,5199,5129,0,5199,5129,83.03,-0.23,10759,31.09,nan,745,
2017/09/07,03:49:00,03,11927,11755,1,11928,11756,115.84,0.12,8497,31.86,nan,745,
2017/09/07,03:49:00,04,26300,25998,0,26300,25998,169.64,-0.46,5392,33.17,nan,826,
2017/09/07,03:50:00,01,9930,9795,0,9930,9795,136.11,-0.41,6028,31.17,nan,745,
2017/09/07,03:50:00,02,5199,5129,0,5199,5129,83.03,-0.23,10759,31.09,nan,745,
2017/09/07,03:50:00,03,11928,11755,1,11929,11756,115.84,0.12,8496,31.86,nan,745,
2017/09/07,03:50:00,04,26300,25998,0,26300,25998,169.64,-0.46,5392,33.17,nan,826,
2017/09/07,03:51:00,01,9930,9795,0,9930,9795,136.11,-0.41,6028,31.17,nan,745,
2017/09/07,03:51:00,02,5199,5128,0,5199,5128,83.03,-0.23,10760,31.09,nan,745,
2017/09/07,03:51:00,03,11928,11756,1,11929,11757,115.84,0.13,8496,31.86,nan,745,
2017/09/07,03:51:00,04,26283,25981,0,26283,25981,169.54,-0.46,5409,33.17,nan,826,
2017/09/07,03:52:00,01,9930,9795,0,9930,9795,136.11,-0.41,6028,31.17,nan,745,
2017/09/07,03:52:00,02,5199,5129,0,5199,5129,83.03,-0.22,10759,31.09,nan,745,
2017/09/07,03:52:00,03,11927,11755,1,11928,11756,115.83,0.13,8497,31.86,nan,745,
2017/09/07,03:52:00,04,26283,25981,0,26283,25981,169.54,-0.46,5409,33.17,nan,826,
2017/09/07,03:53:00,01,9930,9795,0,9930,9795,136.11,-0.41,6028,31.17,nan,745,
2017/09/07,03:53:00,02,5199,5129,0,5199,5129,83.04,-0.22,10759,31.09,nan,745,
2017/09/07,03:53:00,03,11928,11755,1,11929,11756,115.84,0.13,8496,31.86,nan,745,
2017/09/07,03:53:00,04,26271,25970,0,26271,25970,169.46,-0.46,5421,33.17,nan,826,
2017/09/07,03:54:00,01,9930,9795,0,9930,9795,136.11,-0.41,6028,31.17,nan,745,
2017/09/07,03:54:00,02,5198,5128,0,5198,5128,83.03,-0.23,10760,31.09,nan,745,
2017/09/07,03:54:00,03,11928,11755,1,11929,11756,115.84,0.12,8496,31.86,nan,745,
2017/09/07,03:54:00,04,26271,25970,0,26271,25970,169.47,-0.46,5421,33.17,nan,826,
2017/09/07,03:55:00,01,9930,9795,0,9930,9795,136.11,-0.41,6028,31.17,nan,745,
2017/09/07,03:55:00,02,5199,5129,0,5199,5129,83.04,-0.22,10759,31.09,nan,745,
2017/09/07,03:55:00,03,11928,11756,1,11929,11757,115.84,0.12,8496,31.86,nan,745,
2017/09/07,03:55:00,04,26271,25970,0,26271,25970,169.47,-0.46,5421,33.17,nan,826,
2017/09/07,03:56:00,01,9930,9795,0,9930,9795,136.11,-0.41,6028,31.17,nan,745,
2017/09/07,03:56:00,02,5199,5129,0,5199,5129,83.04,-0.22,10759,31.09,nan,745,
2017/09/07,03:56:00,03,11927,11755,1,11928,11756,115.84,0.12,8497,31.86,nan,745,
2017/09/07,03:56:00,04,26271,25970,0,26271,25970,169.46,-0.46,5421,33.17,nan,826,
